Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	partition_rate[1]	partition_rate[2]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_neo	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	root_freqs[1]	root_freqs[2]	rtfq1	tree_length
2232	-279.897	-365.1929	85.29583	0.00293011	0.0540099	0.00391888	0.0328065	0.00913965	0.0129487	0.00834949	0.0238453	0.00805901	0.00097854	0.0132093	0.00154875	0.0069587	0.0106893	0.0102029	0.00812226	0.024323	0.000393002	0.0155213	0.00833455	0.001238	0.00513996	0.00518694	0.0157425	0.00668692	0.00261993	0.00222669	0.0103128	0.00658772	0.000414773	0.0411143	0.00289817	0.00688884	0.000930059	0.0062465	0.000521899	0.000343029	0.00193569	0.00302056	0.0125271	0.00389051	0.0098653	0.00010009	0.00264458	0.00070633	0.0145495	0.0133851	0.00857235	0.00850422	0.0467915	0.00266965	0.0102256	0.0166873	0.00353488	0.00482802	0.0325272	0.0400335	0.219559	1.53212	0.0936786	0.315113	0.697478	1.43374	3.17346	10.6748	1.712144	0.09770754	0.00481619	0.0887755	0.00644143	0.0539237	0.0150228	0.0212837	0.013724	0.0391943	0.0132465	0.00160842	0.021712	0.00254567	0.0114379	0.0175698	0.0167704	0.0133505	0.0399795	0.000645974	0.0255122	0.0136994	0.00203489	0.0084485	0.00852573	0.0258758	0.0109912	0.00430635	0.00365999	0.016951	0.0108282	0.000681758	0.0675793	0.00476369	0.0113231	0.00152873	0.0102673	0.000857841	0.000563834	0.00318167	0.00496487	0.0205907	0.0063948	0.0162155	0.000164517	0.00434686	0.00116099	0.0239148	0.0220009	0.0140903	0.0139783	0.0769107	0.00438808	0.0168076	0.0274287	0.00581025	0.00793577	0.0534646	0.0658028	0.142285	0.857715	0.1422855	0.608387
2268	-282.4921	-367.0547	84.5626	0.0843396	0.0320411	0.0113067	0.0232375	0.0264358	0.00518676	0.00171845	0.107535	0.0424665	0.0195017	0.0163073	0.107251	0.0352325	0.0111141	0.00298265	0.0162651	0.044717	0.0174462	0.0677261	0.0163356	0.0289449	0.0703215	0.0375077	0.0120488	0.00722546	0.012959	0.0228823	0.00217252	0.0178396	0.0573644	0.00447269	0.0862358	0.0197286	0.00847333	0.0424524	0.00113859	0.146225	0.0220562	0.0333975	0.0122407	0.0360059	0.044843	0.0439446	0.013091	0.00115606	0.00340432	0.0108326	0.0493075	0.107453	0.0562371	0.0594114	0.00619897	0.0305408	0.0960872	0.00329529	0.0195722	0.0316147	0.150337	1.57932	0.224415	0.48251	0.796636	1.25528	2.0725	4.45603	1.080452	0.06490326	0.0432993	0.0164496	0.00580478	0.0119299	0.0135719	0.00266284	0.000882236	0.0552077	0.021802	0.010012	0.00837202	0.0550618	0.0180881	0.00570588	0.00153127	0.00835038	0.0229574	0.00895673	0.03477	0.00838655	0.0148601	0.0361025	0.0192561	0.00618575	0.00370949	0.00665305	0.0117476	0.00111535	0.00915873	0.0294504	0.00229624	0.0442727	0.0101285	0.00435014	0.0217947	0.000584544	0.0750709	0.0113234	0.017146	0.00628429	0.0184851	0.023022	0.0225608	0.00672083	0.000593514	0.00174775	0.00556136	0.0253141	0.0551656	0.0288717	0.0305013	0.0031825	0.0156794	0.0493304	0.00169177	0.0100482	0.0162307	0.212867	0.787133	0.2128674	1.94783
2304	-284.4984	-369.9142	85.41585	0.0230661	0.0219694	0.0229134	0.0574646	0.0236055	0.00611049	0.00078367	0.0438284	0.00719719	0.0021122	0.0300822	0.00688825	0.0188499	0.00662993	0.000454119	0.0206426	0.00546023	0.000921885	0.0393283	0.00728317	0.00370197	0.0323185	0.00640925	0.0134909	0.00220401	0.00816602	0.00297041	0.0154382	0.00742616	0.0404752	0.0202535	0.00729605	0.009141	0.0163676	0.0413314	0.00118504	0.0124928	0.00625647	0.00979106	0.00495545	0.0162675	0.00314877	0.00840504	0.0686414	0.000700474	0.0198289	0.0255346	0.0608322	0.0128366	0.00440714	2.92173e-05	0.00155707	0.0001871	0.0196519	0.0116448	0.0216266	0.00304783	0.0940376	1.6177	0.0967207	0.320063	0.700878	1.42678	3.12439	10.339	1.689037	0.03963435	0.0260455	0.0248071	0.025873	0.0648871	0.0266545	0.00689975	0.000884893	0.0494896	0.00812682	0.00238502	0.0339678	0.00777797	0.0212846	0.00748629	0.000512775	0.0233089	0.0061655	0.00104096	0.0444082	0.00822391	0.00418013	0.0364929	0.0072371	0.0152335	0.00248869	0.00922078	0.00335408	0.0174323	0.00838537	0.0457033	0.0228695	0.00823844	0.0103217	0.0184817	0.04667	0.00133811	0.0141064	0.00706459	0.0110557	0.00559553	0.0183687	0.00355549	0.00949068	0.0775075	0.000790951	0.0223901	0.0288328	0.0686896	0.0144947	0.00497639	3.29912e-05	0.00175818	0.000211267	0.0221903	0.0131489	0.02442	0.00344151	0.211296	0.788704	0.2112963	0.8856097
2340	-291.0795	-375.4942	84.41467	0.00168008	0.0455742	0.0374302	0.0515051	0.00184664	0.0035319	0.0163463	0.0884888	0.0184291	0.00434035	0.0304215	0.0634901	0.0318099	0.0229448	0.00224789	0.0155605	0.0120107	0.00476923	0.0760261	0.0237047	0.0115234	0.00257418	0.00882959	0.0189912	0.00114773	0.00518814	0.0187936	0.0254992	0.0215145	0.00193036	0.0215013	0.0731095	0.0708298	0.028854	0.0229132	0.0420333	0.00903179	0.0423819	0.0797486	0.0229038	0.0243337	0.0250505	0.0111862	0.0487463	0.0301089	0.00102481	0.0102451	0.0184258	0.00363218	0.0725208	0.000969053	0.00440935	0.00589838	0.00276265	0.0180655	0.0396736	0.0498316	0.378641	1.42365	0.130197	0.369989	0.733302	1.36369	2.70278	7.68065	1.474124	0.1813393	0.00116	0.0314665	0.0258435	0.0355614	0.001275	0.00243858	0.0112862	0.0610966	0.0127243	0.00299677	0.0210044	0.0438364	0.021963	0.0158421	0.00155205	0.0107436	0.00829273	0.00329289	0.0524918	0.0163668	0.00795626	0.00177733	0.00609635	0.0131124	0.000792441	0.00358213	0.0129759	0.0176058	0.0148546	0.00133281	0.0148454	0.0504781	0.0489041	0.0199221	0.0158203	0.0290217	0.00623595	0.0292624	0.0550621	0.0158138	0.0168011	0.017296	0.00772344	0.0336567	0.0207885	0.000707574	0.00707368	0.012722	0.00250782	0.0500716	0.000669078	0.00304441	0.00407251	0.00190746	0.0124733	0.0273925	0.034406	0.358948	0.641052	0.3589475	1.448341
2376	-294.1621	-379.5034	85.3413	0.0072579	0.0882675	0.0148107	0.010717	0.0148294	0.0034747	0.101229	0.0462124	0.0159076	0.00511502	0.0315814	0.00351591	0.0293199	0.0131074	0.00706299	0.00843997	0.0130116	0.00515354	0.0622919	0.02666	0.0618534	0.0219354	0.0104741	0.000729773	0.00277489	0.0201299	0.00178538	0.0268919	0.0170211	0.00975723	0.0287465	0.022057	0.113513	0.00637373	0.00426067	0.0269705	0.0241713	0.0444746	0.0253325	0.0229913	0.0537462	0.114884	0.00848972	0.0299525	0.00467717	0.00415261	0.0152983	0.00770824	0.0109029	0.0148788	0.000721274	0.0187857	0.0166736	0.00306624	0.0163137	0.0479487	0.0220515	0.160899	1.57211	0.232187	0.490588	0.800773	1.24879	2.03837	4.30688	1.055835	0.06978113	0.00521978	0.0634808	0.0106517	0.00770751	0.0106651	0.00249896	0.0728024	0.0332353	0.0114405	0.00367865	0.0227129	0.00252859	0.0210864	0.00942669	0.00507961	0.00606991	0.00935775	0.00370635	0.0447995	0.0191735	0.0444841	0.0157756	0.00753285	0.000524843	0.00199566	0.0144771	0.00128402	0.0193403	0.0122413	0.00701726	0.0206741	0.0158631	0.0816366	0.0045839	0.00306422	0.0193968	0.0173836	0.0319855	0.0182188	0.016535	0.0386535	0.0826228	0.00610569	0.0215414	0.00336376	0.0029865	0.0110023	0.00554366	0.0078412	0.0107006	0.00051873	0.0135104	0.0119914	0.0022052	0.0117326	0.034484	0.0158592	0.110811	0.889189	0.1108115	1.390461
2412	-291.0465	-375.7264	84.67988	0.0114561	0.118099	0.0485948	0.124676	0.0275386	0.0109779	0.0120855	0.0526401	0.0241095	0.0167243	0.053984	0.00443272	0.0295932	0.010077	0.0165049	0.0149766	0.0373642	0.0228835	0.094464	0.0116239	0.0724058	0.0543133	0.00689084	0.0049808	0.0230681	0.0130656	0.0096203	0.00569169	0.0499113	0.0209895	0.0157109	0.0234777	0.11121	0.0221133	0.00935516	0.0120568	0.0572855	0.0348549	0.0335684	0.00101626	0.0434331	0.0441407	0.0193756	0.0188132	0.037301	0.00957988	0.0103787	0.001458	0.00399947	0.0671533	0.00211081	0.042854	0.00268833	0.00101282	0.0253413	0.130218	0.0925557	0.115554	1.60303	0.204865	0.461532	0.785664	1.27281	2.1667	4.88126	1.146355	0.04914849	0.00610402	0.0629255	0.0258923	0.0664301	0.0146731	0.00584927	0.00643942	0.0280477	0.0128461	0.00891104	0.0287637	0.00236184	0.0157678	0.00536923	0.00879412	0.00797983	0.0199084	0.0121928	0.0503323	0.00619348	0.0385793	0.0289392	0.00367158	0.00265387	0.0122912	0.00696161	0.00512589	0.00303265	0.0265937	0.0111836	0.00837107	0.0125094	0.0592548	0.0117824	0.00498462	0.00642413	0.0305229	0.0185714	0.0178859	0.000541486	0.0231421	0.0235191	0.0103237	0.0100241	0.0198747	0.00510435	0.00552998	0.000776851	0.002131	0.0357806	0.00112468	0.0228335	0.0014324	0.000539653	0.0135023	0.0693827	0.0493155	0.341273	0.658727	0.3412726	1.876806
2448	-288.2569	-372.6593	84.40241	0.0531968	0.164102	0.0258624	0.0554239	0.00661402	0.0179228	0.0281661	0.0520477	0.0345502	0.0153415	0.0813486	0.0155624	0.0318078	0.0106804	0.0150995	0.0240367	0.0433106	0.0202938	0.120228	0.0172005	0.0278737	0.0450196	0.00046644	0.0101696	0.0107331	0.0344354	0.0127161	0.0513982	0.00693593	0.000487695	0.0437441	0.0142261	0.00123595	0.0236913	0.0177636	0.0399879	0.00174665	0.0317452	0.0137811	0.00848486	0.0335544	0.00504816	0.0115279	0.0416085	0.0692419	0.0796981	0.0278892	0.0240648	0.0561016	0.0436054	0.00351058	0.0119716	0.116871	0.0188989	0.0155271	0.162866	0.0658252	0.179096	1.55971	0.226705	0.484905	0.797867	1.25334	2.06226	4.41102	1.073112	0.07829104	0.026371	0.0813495	0.0128206	0.027475	0.00327873	0.00888477	0.0139627	0.0258013	0.0171274	0.00760517	0.0403265	0.00771465	0.0157679	0.00529455	0.00748521	0.0119156	0.0214701	0.0100601	0.0596001	0.00852671	0.0138177	0.0223173	0.000231226	0.00504132	0.00532066	0.0170705	0.00630368	0.0254793	0.00343831	0.000241762	0.021685	0.00705225	0.000612692	0.0117444	0.00880584	0.019823	0.000865857	0.0157369	0.00683164	0.00420615	0.0166337	0.0025025	0.00571468	0.0206263	0.0343249	0.0395083	0.0138254	0.0119295	0.0278109	0.0216163	0.00174028	0.00593461	0.0579358	0.00936865	0.00769717	0.0807365	0.0326312	0.306647	0.693353	0.3066474	2.017249
2484	-280.5632	-364.7632	84.2	0.0559224	0.0491361	0.0307705	0.153123	0.0186875	0.00734846	0.035231	0.175779	0.00665802	0.0165568	0.0505944	0.0224867	0.0161287	0.00709591	0.0335091	0.0369618	0.0243944	0.0155395	0.0673729	0.0287191	0.00568776	0.0518516	0.000321509	0.00651186	0.0111298	0.00756768	0.00464618	0.0431547	0.0291877	0.00320739	0.021464	0.0146538	0.00277631	0.0336956	0.017146	0.0374838	0.000286173	0.0525446	0.0185453	0.00523605	0.0506287	0.0140403	0.0229245	0.0808999	0.0666951	0.055506	0.00461646	0.145516	0.0320672	0.0116583	0.0345167	0.0339391	0.0805214	0.0373332	0.0146304	0.166965	0.0387499	0.184584	1.55597	0.211732	0.469012	0.789615	1.26644	2.13214	4.72295	1.122517	0.08088412	0.0264995	0.0232837	0.0145809	0.072559	0.00885529	0.00348215	0.0166946	0.0832951	0.00315498	0.00784564	0.0239747	0.0106556	0.00764275	0.00336248	0.0158787	0.0175148	0.0115596	0.00736358	0.0319254	0.0136089	0.00269521	0.0245705	0.000152351	0.00308572	0.00527397	0.00358603	0.00220164	0.0204493	0.0138309	0.00151986	0.010171	0.00694389	0.00131559	0.015967	0.00812484	0.0177621	0.000135606	0.0248989	0.00878789	0.00248116	0.023991	0.00665315	0.010863	0.0383354	0.0316042	0.0263022	0.00218756	0.0689545	0.0151954	0.00552443	0.0163561	0.0160824	0.038156	0.0176908	0.00693279	0.0791182	0.0183621	0.366421	0.633579	0.3664206	2.110321
2520	-290.4946	-375.8259	85.33136	0.0350995	0.0233998	0.002633	0.0146256	0.00793019	0.0025511	0.00533719	0.01847	0.00110769	0.00173942	0.0177172	0.000374383	0.0104112	0.00649397	0.0120469	0.0247554	0.00656437	0.00667439	0.0168152	0.00396276	0.000930825	0.00967625	0.000711399	0.00230669	0.00770277	0.00344786	0.00729353	0.0207869	0.00130405	0.000782636	0.00500769	0.00124303	0.00145223	0.00613411	0.00497207	0.00793062	0.00127612	0.010831	0.00100605	0.00538819	0.00878502	0.00295216	0.00848601	0.0184231	0.00630384	0.0234286	0.00337215	0.0275555	0.00768522	0.00108306	0.0217601	0.00874541	0.014576	0.00814601	0.0010607	0.0263655	0.000952261	0.22983	1.52512	0.0985244	0.32296	0.702851	1.42278	3.09636	10.1498	1.675677	0.1027477	0.0690156	0.0460106	0.00517723	0.028758	0.015593	0.00501618	0.0104944	0.0363173	0.00217804	0.00342019	0.034837	0.000736142	0.0204713	0.012769	0.0236875	0.0486762	0.0129074	0.0131237	0.0330634	0.0077919	0.00183027	0.0190262	0.00139881	0.0045356	0.0151458	0.00677946	0.0143411	0.0408729	0.00256413	0.00153888	0.00984654	0.00244415	0.0028555	0.0120614	0.00977649	0.0155938	0.00250922	0.0212968	0.00197817	0.0105947	0.0172738	0.00580478	0.0166859	0.0362251	0.0123951	0.0460672	0.00663059	0.0541818	0.0151113	0.0021296	0.0427866	0.0171959	0.0286605	0.0160174	0.00208564	0.0518421	0.00187241	0.182364	0.817636	0.1823635	0.5085739
2556	-297.5427	-382.4669	84.92425	0.0534194	0.145349	0.0183539	0.0755411	0.00291996	0.0037978	0.0185803	0.0218334	0.0121913	0.00412163	0.0219684	0.0192628	0.0249806	0.00303651	0.0103124	0.0123815	0.00121729	0.0203346	0.028127	0.0232231	0.00199387	0.0124327	0.0170304	0.00946543	0.000202517	0.0110743	0.00415381	0.059699	0.00138631	0.0103046	0.0432093	0.0128597	0.0289777	0.00107497	0.020402	0.00690635	0.0306166	0.00993211	0.00882052	0.050428	0.00932019	0.0163399	0.0219433	0.0356222	0.0203444	0.00607904	0.00589969	0.00180034	0.041085	0.0597168	0.0327194	0.0239252	0.0435815	0.00258447	0.0206164	0.0197324	0.00200901	0.21334	1.53636	0.115113	0.348423	0.719691	1.38949	2.87007	8.68714	1.563162	0.09467773	0.043599	0.118629	0.0149798	0.0616541	0.00238317	0.00309963	0.0151646	0.0178197	0.00995015	0.00336393	0.0179298	0.0157217	0.0203883	0.00247829	0.00841659	0.0101053	0.000993509	0.0165964	0.0229563	0.0189539	0.00162733	0.0101472	0.0138996	0.00772536	0.000165288	0.00903849	0.0033902	0.0487243	0.00113146	0.00841027	0.035266	0.0104957	0.0236506	0.00087735	0.0166514	0.00563673	0.0249882	0.00810625	0.00719901	0.0411576	0.00760682	0.0133361	0.0179093	0.0290736	0.0166044	0.00496151	0.00481512	0.00146938	0.0335322	0.0487388	0.0267044	0.0195269	0.0355698	0.00210936	0.0168264	0.0161049	0.00163968	0.439722	0.560278	0.4397224	1.225241
2592	-287.8468	-373.2019	85.3551	0.0334157	0.0692478	0.0388944	0.0373753	0.0167818	0.00856676	0.0108778	0.0555883	0.0155825	0.00260375	0.00562573	0.0122858	0.0048755	0.0153209	0.00780375	0.0162539	0.000956325	0.00375463	0.027971	0.00296548	0.00494809	0.0222872	0.00529488	0.00572847	0.0111704	0.00747483	0.0088826	0.00171088	0.00197299	0.016643	0.0245291	8.82706e-05	0.00187491	0.00995324	0.0190699	0.00626053	0.0209625	0.00474131	0.0055738	0.00679828	0.036454	0.00674275	0.0196345	0.0571965	0.00842194	0.0600731	0.0236552	0.0795666	0.0158645	0.0139435	0.0218425	0.0123413	0.0110518	0.0238654	0.0015752	0.0388492	0.00242088	0.175379	1.56224	0.133668	0.374767	0.736243	1.35825	2.66832	7.48122	1.455101	0.07654159	0.0332094	0.0688203	0.0386543	0.0371446	0.0166782	0.00851388	0.0108106	0.0552452	0.0154863	0.00258768	0.00559101	0.0122099	0.0048454	0.0152263	0.00775558	0.0161536	0.000950422	0.00373146	0.0277983	0.00294717	0.00491754	0.0221496	0.00526219	0.00569311	0.0111014	0.00742869	0.00882777	0.00170032	0.00196081	0.0165403	0.0243777	8.77258e-05	0.00186333	0.0098918	0.0189522	0.00622189	0.0208331	0.00471205	0.00553939	0.00675632	0.036229	0.00670113	0.0195133	0.0568434	0.00836996	0.0597022	0.0235092	0.0790754	0.0157665	0.0138575	0.0217077	0.0122652	0.0109836	0.023718	0.00156548	0.0386094	0.00240593	0.177761	0.822239	0.1777606	1.006211
2628	-295.8714	-380.9629	85.09151	0.061132	0.0348652	0.0615062	0.0123721	0.0195857	0.00722814	0.0330645	0.0503713	0.0225365	0.00200022	0.0327497	6.28071e-05	0.0153292	0.00268103	0.0334311	0.0146052	0.0341487	0.011217	0.00439178	0.0266035	0.024617	0.00408417	0.0228321	0.0047738	0.00575784	0.00461601	0.0197074	0.00956597	0.00345191	0.00336267	0.00673609	0.000728305	0.00737991	0.00842778	0.0254833	0.011683	0.0225212	0.0157957	0.00579281	0.0243397	0.0475861	0.00815375	0.020703	0.0368502	0.0152644	0.0634716	0.0112437	0.0672603	0.00605749	0.0175816	0.00268813	0.000407787	0.0982548	0.0372758	0.00400982	0.0387375	0.00339376	0.284296	1.48798	0.167292	0.418106	0.761813	1.31266	2.39174	5.97758	1.292859	0.1302694	0.0513508	0.0292867	0.0516651	0.0103926	0.016452	0.00607162	0.0277741	0.0423118	0.0189307	0.00168018	0.0275097	5.27579e-05	0.0128765	0.00225206	0.0280821	0.0122683	0.0286848	0.00942224	0.00368909	0.0223469	0.0206782	0.0034307	0.0191789	0.00400999	0.00483658	0.00387744	0.0165542	0.0080354	0.0028996	0.00282464	0.0056583	0.000611775	0.00619912	0.00707933	0.0214059	0.0098137	0.0189178	0.0132683	0.00486595	0.0204453	0.0399723	0.00684914	0.0173905	0.0309541	0.0128221	0.0533161	0.00944465	0.0564986	0.00508828	0.0147685	0.00225803	0.00034254	0.0825339	0.0313116	0.00336824	0.0325395	0.00285075	0.194126	0.805874	0.1941258	1.190478
2664	-283.1646	-368.4841	85.3195	0.0225832	0.0714988	0.0223878	0.0165068	0.0216648	0.0069882	0.0191739	0.0162136	0.00225907	0.000679746	0.0136541	0.00391302	0.0135324	0.00450343	0.000680525	0.0136546	0.0051228	0.00010654	0.0157412	0.00309492	0.00974047	0.000290085	0.0020855	0.00194453	0.00221353	0.00106865	0.00853493	0.00888088	0.00117108	0.00494524	0.0116546	0.0150713	0.00420483	0.0155383	0.00183448	0.00195074	0.0282119	0.00933486	0.0151579	0.0329557	0.00768618	0.00355626	0.0016624	0.0143868	0.0159807	0.00373436	0.00264856	0.0137008	0.00288674	0.0061211	0.00533068	0.00207387	0.00292774	0.0378663	0.00496057	0.000717152	0.00504026	0.182712	1.55724	0.0858075	0.30191	0.688227	1.45301	3.31224	11.654	1.775603	0.07999796	0.0388007	0.122844	0.0384651	0.0283608	0.0372229	0.0120066	0.0329431	0.027857	0.00388136	0.00116789	0.0234594	0.00672306	0.0232504	0.00773747	0.00116923	0.0234604	0.00880162	0.00018305	0.0270454	0.00531747	0.0167354	0.000498403	0.00358316	0.00334094	0.00380312	0.00183608	0.0146641	0.0152585	0.00201207	0.00849655	0.0200241	0.0258943	0.00722444	0.0266967	0.00315187	0.00335162	0.0484716	0.0160385	0.0260431	0.056622	0.0132058	0.00611011	0.00285621	0.0247183	0.0274569	0.0064161	0.00455056	0.0235397	0.00495979	0.0105168	0.00915879	0.00356317	0.00503023	0.0650591	0.00852289	0.00123216	0.00865981	0.417261	0.582739	0.4172608	0.5820292
2700	-287.1821	-372.7111	85.52903	0.0069973	0.011002	0.0269757	0.0275815	0.0130038	0.000814118	0.0289806	0.0410058	0.00832112	0.0115561	0.0146972	0.00171424	0.00965629	0.00744943	0.012262	0.00675299	0.000764672	0.000754742	0.0147599	0.00738548	0.0277456	0.00839116	0.0172369	0.00374563	0.00126718	0.00143532	0.00747542	0.0199254	0.001205	0.00892808	0.00972193	0.0404065	0.00130559	0.000316481	0.00666809	0.00061708	0.056825	0.000781518	0.0145232	0.00688302	0.00130613	0.00490493	0.0316709	0.00130321	0.0230795	0.00582248	0.0025872	0.0174406	0.0170202	0.0371328	0.0128384	0.00393818	0.00870269	0.015372	0.000903271	0.00216768	0.00454949	0.142966	1.58434	0.107208	0.336542	0.711942	1.40461	2.9714	9.32768	1.614603	0.06152512	0.0103117	0.0162132	0.0397533	0.040646	0.0191632	0.00119974	0.0427078	0.060429	0.0122626	0.0170299	0.0216588	0.00252622	0.0142302	0.010978	0.0180701	0.00995167	0.00112687	0.00111224	0.0217513	0.0108837	0.0408878	0.0123658	0.0254015	0.00551982	0.00186741	0.00211519	0.0110163	0.0293634	0.00177577	0.013157	0.0143269	0.0595458	0.00192401	0.000466388	0.00982655	0.000909371	0.0837411	0.0011517	0.0214024	0.0101433	0.00192481	0.00722824	0.0466725	0.00192049	0.0340115	0.00858041	0.00381267	0.0257016	0.0250821	0.0547214	0.0189196	0.00580357	0.0128249	0.0226532	0.00133112	0.00319444	0.00670444	0.51436	0.48564	0.5143605	0.6785788
2736	-288.6071	-373.998	85.39093	0.0636418	0.0252474	0.0029187	0.0292188	0.0132458	0.00154421	0.0237491	0.0492438	0.0136141	0.00891426	0.020802	0.00138808	0.00136297	0.0144372	0.0093531	0.00129754	0.0113758	0.00038947	0.0266081	0.0141039	0.0043317	0.0168172	0.00406745	0.0257279	0.0154517	0.0161794	0.00550841	0.0112105	0.00083299	0.0146937	0.0131254	0.0294361	0.00167132	4.49238e-05	0.0120197	0.00451625	0.063703	0.0147188	0.0114424	0.00374825	0.0010143	0.00951393	0.0149184	0.0191788	0.0351223	0.0114521	0.00230926	0.00791665	0.00378087	0.0184716	0.0326589	0.0102227	0.00825131	0.0339952	0.000558791	0.0041714	0.0231968	0.130116	1.5931	0.0988232	0.323437	0.703175	1.42212	3.09179	10.1191	1.673487	0.05568723	0.0759053	0.0301125	0.00348113	0.0348492	0.0157982	0.00184177	0.0283254	0.0587329	0.0162375	0.010632	0.0248105	0.00165555	0.00162561	0.0172192	0.0111554	0.00154757	0.0135679	0.000464519	0.0317354	0.0168216	0.0051664	0.0200578	0.00485124	0.0306856	0.0184291	0.0192971	0.00656986	0.0133707	0.000993504	0.0175251	0.0156546	0.0351083	0.00199338	5.35805e-05	0.0143359	0.00538651	0.0759783	0.0175551	0.0136473	0.00447053	0.00120975	0.0113472	0.0177931	0.0228745	0.0418902	0.0136588	0.00275425	0.00944215	0.00450943	0.022031	0.0389521	0.0121926	0.00984131	0.040546	0.000666468	0.00497522	0.0276667	0.121116	0.878884	0.1211155	0.8384365
2772	-291.3157	-376.7928	85.47705	0.0800225	0.0133069	0.0139158	0.0254933	0.00797209	0.00457887	0.00991089	0.0326807	0.00245151	0.00429035	0.0180331	0.0033187	0.0114445	0.00367293	0.0181023	0.0271382	0.00557765	0.0142054	0.0405117	0.0137204	0.00432805	0.0144083	0.00651078	0.0262456	0.00274491	0.00891898	0.00351571	0.00528359	0.00537069	0.0219168	0.00753123	0.00769127	0.00327488	0.00364446	0.00621019	0.00107213	0.0402262	0.00232147	0.008331	0.000100198	0.0196473	0.00195617	0.0135749	0.0103167	0.0011475	0.00266746	0.0039774	0.024459	0.0122491	0.0239643	0.0412798	0.0192062	0.00805616	0.0370937	0.00328751	0.0188511	0.00524081	0.184671	1.55591	0.123418	0.360464	0.72736	1.37484	2.7742	8.10257	1.512791	0.08092538	0.102993	0.0171267	0.0179104	0.0328112	0.0102605	0.00589324	0.0127558	0.0420618	0.00315523	0.0055219	0.0232095	0.00427135	0.0147297	0.00472725	0.0232986	0.0349283	0.00717873	0.0182831	0.0521406	0.0176588	0.00557042	0.0185443	0.00837971	0.0337794	0.00353285	0.0114792	0.0045249	0.00680025	0.00691235	0.028208	0.00969308	0.00989906	0.00421494	0.00469062	0.00799284	0.00137989	0.0517733	0.00298786	0.0107224	0.00012896	0.0252871	0.00251769	0.0174716	0.0132781	0.00147689	0.00343316	0.00511912	0.03148	0.0157652	0.0308433	0.0531292	0.0247193	0.0103687	0.0477416	0.0042312	0.0242623	0.00674519	0.449648	0.550352	0.449648	0.7769692
